Census Tract,FIPS Code,Formatted FIPS,Estimated typical (median) age of all people between 2010-2014.,Estimated typical (median) age of all people between 2010-2014.,Estimated typical (median) age of all people between 2010-2014.
"36081020200, NY",36081020200,36081020200,30,,
"36081085900, NY",36081085900,36081085900,39,,
"36047014000, NY",36047014000,36047014000,40,,
"36005039400, NY",36005039400,36005039400,36,,
"36005038302, NY",36005038302,36005038302,27,,
"36047031100, NY",36047031100,36047031100,35,,
"36047083200, NY",36047083200,36047083200,39,,
"36081065702, NY",36081065702,36081065702,46,,
"36005030100, NY",36005030100,36005030100,64,,
"36081002000, NY",36081002000,36081002000,35,,
"36081071303, NY",36081071303,36081071303,40,,
"36081058700, NY",36081058700,36081058700,38,,
"36061025700, NY",36061025700,36061025700,34,,
"36081086300, NY",36081086300,36081086300,39,,
"36047085000, NY",36047085000,36047085000,35,,
"36047116800, NY",36047116800,36047116800,35,,
"36047117602, NY",36047117602,36047117602,31,,
"36081027400, NY",36081027400,36081027400,36,,
"36081055300, NY",36081055300,36081055300,29,,
"36047029900, NY",36047029900,36047029900,30,,
"36047007400, NY",36047007400,36047007400,32,,
"36081026200, NY",36081026200,36081026200,36,,
"36005023200, NY",36005023200,36005023200,31,,
"36047116200, NY",36047116200,36047116200,35,,
"36081058300, NY",36081058300,36081058300,36,,
"36047048800, NY",36047048800,36047048800,37,,
"36047020800, NY",36047020800,36047020800,37,,
"36047102400, NY",36047102400,36047102400,35,,
"36047036400, NY",36047036400,36047036400,46,,
"36047030900, NY",36047030900,36047030900,28,,
"36081018000, NY",36081018000,36081018000,33,,
"36005003500, NY",36005003500,36005003500,29,,
"36061006100, NY",36061006100,36061006100,30,,
"36047041000, NY",36047041000,36047041000,48,,
"36081058100, NY",36081058100,36081058100,37,,
"36047033100, NY",36047033100,36047033100,27,,
"36081046700, NY",36081046700,36081046700,32,,
"36047052300, NY",36047052300,36047052300,31,,
"36005021900, NY",36005021900,36005021900,32,,
"36047087600, NY",36047087600,36047087600,34,,
"36005040502, NY",36005040502,36005040502,32,,
"36081002400, NY",36081002400,36081002400,35,,
"36081007300, NY",36081007300,36081007300,36,,
"36047044100, NY",36047044100,36047044100,29,,
"36047050900, NY",36047050900,36047050900,14,,
"36047023500, NY",36047023500,36047023500,24,,
"36005017702, NY",36005017702,36005017702,28,,
"36047049900, NY",36047049900,36047049900,36,,
"36047041700, NY",36047041700,36047041700,32,,
"36047044600, NY",36047044600,36047044600,43,,
"36047020300, NY",36047020300,36047020300,32,,
"36005007300, NY",36005007300,36005007300,30,,
"36047119000, NY",36047119000,36047119000,25,,
"36047117800, NY",36047117800,36047117800,35,,
"36047086200, NY",36047086200,36047086200,39,,
"36047031702, NY",36047031702,36047031702,30,,
"36047034700, NY",36047034700,36047034700,36,,
"36047034100, NY",36047034100,36047034100,38,,
"36047051200, NY",36047051200,36047051200,32,,
"36081011600, NY",36081011600,36081011600,40,,
"36047031701, NY",36047031701,36047031701,34,,
"36081035100, NY",36081035100,36081035100,38,,
"36005014701, NY",36005014701,36005014701,28,,
"36081048100, NY",36081048100,36081048100,41,,
"36047043400, NY",36047043400,36047043400,39,,
"36081027100, NY",36081027100,36081027100,36,,
"36061018100, NY",36061018100,36061018100,44,,
"36047063800, NY",36047063800,36047063800,41,,
"36047020700, NY",36047020700,36047020700,38,,
"36047025500, NY",36047025500,36047025500,28,,
"36081041100, NY",36081041100,36081041100,30,,
"36047007600, NY",36047007600,36047007600,32,,
"36047050202, NY",36047050202,36047050202,41,,
"36047025100, NY",36047025100,36047025100,34,,
"36047036100, NY",36047036100,36047036100,40,,
"36047035500, NY",36047035500,36047035500,35,,
"36081012100, NY",36081012100,36081012100,37,,
"36047007800, NY",36047007800,36047007800,32,,
"36047040500, NY",36047040500,36047040500,32,,
"36061021400, NY",36061021400,36061021400,47,,
"36081005100, NY",36081005100,36081005100,32,,
"36047084800, NY",36047084800,36047084800,35,,
"36047018300, NY",36047018300,36047018300,34,,
"36047043600, NY",36047043600,36047043600,45,,
"36081045900, NY",36081045900,36081045900,36,,
"36047019500, NY",36047019500,36047019500,36,,
"36005041500, NY",36005041500,36005041500,33,,
"36081014300, NY",36081014300,36081014300,37,,
"36047012901, NY",36047012901,36047012901,31,,
"36061029500, NY",36061029500,36061029500,38,,
"36005005600, NY",36005005600,36005005600,40,,
"36081013500, NY",36081013500,36081013500,42,,
"36005020400, NY",36005020400,36005020400,31,,
"36005004600, NY",36005004600,36005004600,38,,
"36081009800, NY",36081009800,36081009800,38,,
"36047102600, NY",36047102600,36047102600,37,,
"36047008000, NY",36047008000,36047008000,31,,
"36081036300, NY",36081036300,36081036300,33,,
"36005024100, NY",36005024100,36005024100,29,,
"36047041100, NY",36047041100,36047041100,31,,
"36047079602, NY",36047079602,36047079602,36,,
"36047041401, NY",36047041401,36047041401,36,,
"36081063301, NY",36081063301,36081063301,46,,
"36047008200, NY",36047008200,36047008200,31,,
"36047020000, NY",36047020000,36047020000,43,,
"36047020200, NY",36047020200,36047020200,42,,
"36047020400, NY",36047020400,36047020400,44,,
"36047019800, NY",36047019800,36047019800,44,,
"36047099200, NY",36047099200,36047099200,36,,
"36081069300, NY",36081069300,36081069300,44,,
"36047026900, NY",36047026900,36047026900,39,,
"36081015100, NY",36081015100,36081015100,39,,
"36047027000, NY",36047027000,36047027000,41,,
"36081063302, NY",36081063302,36081063302,42,,
"36081066100, NY",36081066100,36081066100,49,,
"36081044301, NY",36081044301,36081044301,36,,
"36047085800, NY",36047085800,36047085800,39,,
"36047015000, NY",36047015000,36047015000,46,,
"36047014800, NY",36047014800,36047014800,45,,
"36005020900, NY",36005020900,36005020900,32,,
"36047003500, NY",36047003500,36047003500,39,,
"36081085700, NY",36081085700,36081085700,43,,
"36081071305, NY",36081071305,36081071305,39,,
"36047045400, NY",36047045400,36047045400,28,,
"36047027200, NY",36047027200,36047027200,35,,
"36047100400, NY",36047100400,36047100400,33,,
"36047118600, NY",36047118600,36047118600,31,,
"36047093800, NY",36047093800,36047093800,32,,
"36061018500, NY",36061018500,36061018500,41,,
"36081085500, NY",36081085500,36081085500,43,,
"36081054700, NY",36081054700,36081054700,31,,
"36081005200, NY",36081005200,36081005200,31,,
"36005037800, NY",36005037800,36005037800,31,,
"36047087401, NY",36047087401,36047087401,39,,
"36005014300, NY",36005014300,36005014300,35,,
"36081046500, NY",36081046500,36081046500,33,,
"36047053500, NY",36047053500,36047053500,20,,
"36061020000, NY",36061020000,36061020000,43,,
"36081069701, NY",36081069701,36081069701,35,,
"36005028100, NY",36005028100,36005028100,54,,
"36047079801, NY",36047079801,36047079801,39,,
"36081007500, NY",36081007500,36081007500,39,,
"36081040500, NY",36081040500,36081040500,30,,
"36047034000, NY",36047034000,36047034000,58,,
"36047049500, NY",36047049500,36047049500,33,,
"36047117201, NY",36047117201,36047117201,35,,
"36081004002, NY",36081004002,36081004002,32,,
"36081015700, NY",36081015700,36081015700,34,,
"36047085400, NY",36047085400,36047085400,41,,
"36047046201, NY",36047046201,36047046201,39,,
"36005002500, NY",36005002500,36005002500,29,,
"36081014500, NY",36081014500,36081014500,32,,
"36047056900, NY",36047056900,36047056900,34,,
"36081025301, NY",36081025301,36081025301,39,,
"36081059900, NY",36081059900,36081059900,43,,
"36005037600, NY",36005037600,36005037600,29,,
"36047012902, NY",36047012902,36047012902,33,,
"36081007700, NY",36081007700,36081007700,32,,
"36005040800, NY",36005040800,36005040800,32,,
"36005035900, NY",36005035900,36005035900,34,,
"36047118201, NY",36047118201,36047118201,27,,
"36047036501, NY",36047036501,36047036501,39,,
"36005025300, NY",36005025300,36005025300,31,,
"36061015801, NY",36061015801,36061015801,39,,
"36061016001, NY",36061016001,36061016001,48,,
"36061014802, NY",36061014802,36061014802,39,,
"36061015002, NY",36061015002,36061015002,55,,
"36047083400, NY",36047083400,36047083400,42,,
"36005022403, NY",36005022403,36005022403,35,,
"36047052500, NY",36047052500,36047052500,26,,
"36047050300, NY",36047050300,36047050300,35,,
"36005020200, NY",36005020200,36005020200,32,,
"36047003600, NY",36047003600,36047003600,37,,
"36061005501, NY",36061005501,36061005501,37,,
"36047118202, NY",36047118202,36047118202,33,,
"36061003001, NY",36061003001,36061003001,32,,
"36005004001, NY",36005004001,36005004001,40,,
"36081049500, NY",36081049500,36081049500,42,,
"36005039902, NY",36005039902,36005039902,30,,
"36047111000, NY",36047111000,36047111000,32,,
"36005023100, NY",36005023100,36005023100,32,,
"36005034300, NY",36005034300,36005034300,41,,
"36061018600, NY",36061018600,36061018600,30,,
"36047028300, NY",36047028300,36047028300,32,,
"36081015300, NY",36081015300,36081015300,31,,
"36061028500, NY",36061028500,36061028500,33,,
"36081011400, NY",36081011400,36081011400,38,,
"36005041100, NY",36005041100,36005041100,30,,
"36005023301, NY",36005023301,36005023301,33,,
"36061001200, NY",36061001200,36061001200,47,,
"36047036502, NY",36047036502,36047036502,32,,
"36005022901, NY",36005022901,36005022901,31,,
"36047028502, NY",36047028502,36047028502,41,,
"36047021700, NY",36047021700,36047021700,33,,
"36047026300, NY",36047026300,36047026300,33,,
"36005015500, NY",36005015500,36005015500,34,,
"36005022701, NY",36005022701,36005022701,30,,
"36047056800, NY",36047056800,36047056800,49,,
"36081056500, NY",36081056500,36081056500,31,,
"36047063200, NY",36047063200,36047063200,46,,
"36005012101, NY",36005012101,36005012101,26,,
"36005014702, NY",36005014702,36005014702,25,,
"36005013000, NY",36005013000,36005013000,47,,
"36061005900, NY",36061005900,36061005900,38,,
"36061020901, NY",36061020901,36061020901,37,,
"36047051601, NY",36047051601,36047051601,32,,
"36005033202, NY",36005033202,36005033202,43,,
"36061005502, NY",36061005502,36061005502,37,,
"36047012801, NY",36047012801,36047012801,36,,
"36005033201, NY",36005033201,36005033201,37,,
"36081026901, NY",36081026901,36081026901,36,,
"36081054500, NY",36081054500,36081054500,32,,
"36005005002, NY",36005005002,36005005002,30,,
"36061001402, NY",36061001402,36061001402,39,,
"36081050500, NY",36081050500,36081050500,41,,
"36047114202, NY",36047114202,36047114202,36,,
"36047063600, NY",36047063600,36047063600,40,,
"36047008600, NY",36047008600,36047008600,N/A,,
"36005007700, NY",36005007700,36005007700,32,,
"36047009200, NY",36047009200,36047009200,30,,
"36081046100, NY",36081046100,36081046100,33,,
"36047018600, NY",36047018600,36047018600,41,,
"36005018302, NY",36005018302,36005018302,31,,
"36047098400, NY",36047098400,36047098400,40,,
"36047101600, NY",36047101600,36047101600,41,,
"36081008100, NY",36081008100,36081008100,31,,
"36047003000, NY",36047003000,36047003000,38,,
"36005024501, NY",36005024501,36005024501,30,,
"36081011900, NY",36081011900,36081011900,33,,
"36081006501, NY",36081006501,36081006501,32,,
"36081079701, NY",36081079701,36081079701,43,,
"36081003000, NY",36081003000,36081003000,32,,
"36047079601, NY",36047079601,36047079601,34,,
"36005008900, NY",36005008900,36005008900,28,,
"36061014602, NY",36061014602,36061014602,35,,
"36061015602, NY",36061015602,36061015602,38,,
"36061023400, NY",36061023400,36061023400,32,,
"36061005700, NY",36061005700,36061005700,37,,
"36005012701, NY",36005012701,36005012701,36,,
"36047014700, NY",36047014700,36047014700,29,,
"36081016100, NY",36081016100,36081016100,32,,
"36005017701, NY",36005017701,36005017701,34,,
"36047051002, NY",36047051002,36047051002,36,,
"36081014900, NY",36081014900,36081014900,34,,
"36047094402, NY",36047094402,36047094402,34,,
"36047079802, NY",36047079802,36047079802,35,,
"36061002601, NY",36061002601,36061002601,38,,
"36061024301, NY",36061024301,36061024301,34,,
"36061004500, NY",36061004500,36061004500,35,,
"36005002300, NY",36005002300,36005002300,32,,
"36047018501, NY",36047018501,36047018501,28,,
"36005020502, NY",36005020502,36005020502,34,,
"36061019000, NY",36061019000,36061019000,42,,
"36005015900, NY",36005015900,36005015900,32,,
"36061002602, NY",36061002602,36061002602,39,,
"36047002901, NY",36047002901,36047002901,32,,
"36081076902, NY",36081076902,36081076902,37,,
"36047050804, NY",36047050804,36047050804,32,,
"36005042901, NY",36005042901,36005042901,32,,
"36081025302, NY",36081025302,36081025302,32,,
"36047053900, NY",36047053900,36047053900,28,,
"36061017401, NY",36061017401,36061017401,43,,
"36005023703, NY",36005023703,36005023703,27,,
"36005024502, NY",36005024502,36005024502,33,,
"36047006300, NY",36047006300,36047006300,35,,
"36005021200, NY",36005021200,36005021200,39,,
"36085008900, NY",36085008900,36085008900,N/A,,
"36061003601, NY",36061003601,36061003601,33,,
"36061022102, NY",36061022102,36061022102,39,,
"36061011402, NY",36061011402,36061011402,49,,
"36061011401, NY",36061011401,36061011401,45,,
"36081018501, NY",36081018501,36081018501,37,,
"36005036502, NY",36005036502,36005036502,34,,
"36081018502, NY",36081018502,36081018502,35,,
"36081018101, NY",36081018101,36081018101,38,,
"36005005001, NY",36005005001,36005005001,30,,
"36047004900, NY",36047004900,36047004900,38,,
"36047000502, NY",36047000502,36047000502,37,,
"36005018102, NY",36005018102,36005018102,32,,
"36005042902, NY",36005042902,36005042902,31,,
"36005039200, NY",36005039200,36005039200,40,,
"36081018102, NY",36081018102,36081018102,39,,
"36005023502, NY",36005023502,36005023502,37,,
"36005038301, NY",36005038301,36005038301,34,,
"36005036501, NY",36005036501,36005036501,30,,
"36047036001, NY",36047036001,36047036001,61,,
"36005022902, NY",36005022902,36005022902,27,,
"36005036901, NY",36005036901,36005036901,27,,
"36061001401, NY",36061001401,36061001401,46,,
"36061028100, NY",36061028100,36061028100,43,,
"36005016900, NY",36005016900,36005016900,31,,
"36005036700, NY",36005036700,36005036700,24,,
"36005022404, NY",36005022404,36005022404,36,,
"36005023600, NY",36005023600,36005023600,29,,
"36005022300, NY",36005022300,36005022300,32,,
"36047048900, NY",36047048900,36047048900,33,,
"36047051602, NY",36047051602,36047051602,36,,
"36081064101, NY",36081064101,36081064101,49,,
"36081024700, NY",36081024700,36081024700,33,,
"36005021501, NY",36005021501,36005021501,27,,
"36061003602, NY",36061003602,36061003602,35,,
"36005040303, NY",36005040303,36005040303,31,,
"36047036002, NY",36047036002,36047036002,63,,
"36061004200, NY",36061004200,36061004200,24,,
"36005022401, NY",36005022401,36005022401,35,,
"36061030700, NY",36061030700,36061030700,43,,
"36047000501, NY",36047000501,36047000501,32,,
"36061020102, NY",36061020102,36061020102,34,,
"36005002701, NY",36005002701,36005002701,27,,
"36047028501, NY",36047028501,36047028501,26,,
"36047076600, NY",36047076600,36047076600,33,,
"36005040501, NY",36005040501,36005040501,30,,
"36047018700, NY",36047018700,36047018700,32,,
"36047025901, NY",36047025901,36047025901,27,,
"36005022102, NY",36005022102,36005022102,29,,
"36061011201, NY",36061011201,36061011201,54,,
"36047061003, NY",36047061003,36047061003,36,,
"36061000100, NY",36061000100,36061000100,N/A,,
"36061003002, NY",36061003002,36061003002,39,,
"36081026902, NY",36081026902,36081026902,36,,
"36061011202, NY",36061011202,36061011202,54,,
"36047050801, NY",36047050801,36047050801,34,,
"36061011203, NY",36061011203,36061011203,38,,
"36005017902, NY",36005017902,36005017902,27,,
"36005018101, NY",36005018101,36005018101,31,,
"36005017901, NY",36005017901,36005017901,36,,
"36047051001, NY",36047051001,36047051001,34,,
"36061025900, NY",36061025900,36061025900,31,,
"36061014601, NY",36061014601,36061014601,33,,
"36061014401, NY",36061014401,36061014401,47,,
"36061015601, NY",36061015601,36061015601,33,,
"36005005300, NY",36005005300,36005005300,29,,
"36005026701, NY",36005026701,36005026701,34,,
"36005005902, NY",36005005902,36005005902,37,,
"36061021500, NY",36061021500,36061021500,30,,
"36005022101, NY",36005022101,36005022101,28,,
"36005036902, NY",36005036902,36005036902,30,,
"36081057900, NY",36081057900,36081057900,37,,
"36005018301, NY",36005018301,36005018301,42,,
"36005023704, NY",36005023704,36005023704,28,,
"36005040304, NY",36005040304,36005040304,30,,
"36005021301, NY",36005021301,36005021301,35,,
"36085013301, NY",36085013301,36085013301,25,,
"36005023501, NY",36005023501,36005023501,34,,
"36047007200, NY",36047007200,36047007200,31,,
"36061014700, NY",36061014700,36061014700,34,,
"36005023302, NY",36005023302,36005023302,31,,
"36061023900, NY",36061023900,36061023900,32,,
"36047035601, NY",36047035601,36047035601,58,,
"36005003800, NY",36005003800,36005003800,31,,
"36005040302, NY",36005040302,36005040302,32,,
"36061024900, NY",36061024900,36061024900,37,,
"36061002700, NY",36061002700,36061002700,49,,
"36047025902, NY",36047025902,36047025902,26,,
"36005040701, NY",36005040701,36005040701,34,,
"36061002202, NY",36061002202,36061002202,33,,
"36047050803, NY",36047050803,36047050803,32,,
"36061020101, NY",36061020101,36061020101,22,,
"36061014801, NY",36061014801,36061014801,39,,
"36061015001, NY",36061015001,36061015001,51,,
"36061015802, NY",36061015802,36061015802,30,,
"36061016002, NY",36061016002,36061016002,33,,
"36005012102, NY",36005012102,36005012102,24,,
"36061017402, NY",36061017402,36061017402,28,,
"36005022702, NY",36005022702,36005022702,39,,
"36005023702, NY",36005023702,36005023702,32,,
"36061019702, NY",36061019702,36061019702,36,,
"36061020701, NY",36061020701,36061020701,28,,
"36061026700, NY",36061026700,36061026700,23,,
"36005022703, NY",36005022703,36005022703,31,,
"36061023502, NY",36061023502,36061023502,34,,
,,,,,
"Location: New York (City, 2010)",,,,,
,,,,,
Census Tract Boundary Year: 2010,,,,,
,,,,,
Indicator source: Census,,,,,
http://www.policymap.com/our-data-directory.html#Census:%20Decennial%20Census%20and%20American%20Community%20Survey%20(ACS),,,,,
,,,,,
"When using PolicyMap data in your work, please consult the Terms of Use and the instructions for Citing Us:",,,,,
https://www.policymap.com/terms/,,,,,
https://www.policymap.com/citing/,,,,,
